type,moderation_status,status,uid,field_bury,field_theme,field_language,field_content_format,field_source,field_ocha_product,title,body,field_origin_notes,field_primary_country,field_country,field_original_publication_date,field_image,post_id,post_link,created,changed,post_type,image,categories,tags,new_url,nid
report,published,1,2,1,4597,267,8,1503,12353,"After devastating earthquakes CERF and AHF respond together","Afghanistan | 2022 | CERF
<p id=""""><strong id="""">Paktika Province, Afghanistan. </strong>Two earthquakes – one on 22 June and a second on 18 July –_affected over 362,000 people living in Paktika and Khost provinces. Critical infrastructure – homes, health-care clinics, schools, roads and water networks, were destroyed.</p>
<p id="""">Ahmad Khan and his wife and family were woken in the night. “It was 1:00 AM when we felt the earthquake. It was not a simple earthquake. We felt [like] someone was bombarding the house from the sky. When we woke up, we left our house as soon as possible, and our house collapsed. With the second shaking, those who were able to leave their houses …were saved; but some were not able to survive since they did not leave the house in time,” he said.</p>
<p id="""">Although the family was safe, the earthquake destroyed their house and all their belongings.</p>
<p id="""">He and his family had to move into a temporary shelter and have been receiving food, medical care and other basic provisions provided by UN agencies and NGOs, and funded by the AHF and CERF.</p>
<p id="""">Elsewhere in the province, Mahmoud Housaini’s father was killed and his own house was also destroyed. Since the earthquake, Mahmoud is caring for his younger siblings as well as his own children. Several family members were injured in the house as it crumbled. While he and his family are receiving food and basic shelter support, he is worried about the heavy rains and freezing winter ahead. More humanitarian support is needed to keep families like Mahmoud’s safe and help them to survive the coming months.</p>
<p id="""">Every humanitarian response is supported by reliable logistics and telecommunications which allow aid workers and essential supplies to get where they need to be. AHF funding is supporting provision and restoration of United Nations Humanitarian Air Service (UNHAS) flights and emergency telecommunications services required to maintain the earthquake response in this rugged, hard-to-access area, as well as the rapid creation of three Humanitarian Hubs for aid workers to work and stay.</p>
<p id="""">The multi-sectoral Emergency Earthquake appeal estimates that 262,000 people live in high-intensity impact areas, with 100,000 of them directly affected by the disaster. The appeal asks for $110.3 million to front load life-saving response activities. The CERF allocation of US$10 million on 7 July and $19 million allocated by the AHF are supporting experienced humanitarian partners to address the needs included in the response plan.</p>
<p id="""">Names have been changed.</p>
<p id="""">More information on the <a href=""_wp_link_placeholder"" data-wplink-edit=""true"">Afghanistan Humanitarian Fund</a></p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #Afghanistan, #CERF, #Complimentarity, #Multi-sector</p>",https://pooledfunds.impact.unocha.org/stories/after-devastating-earthquakes-cerf-and-ahf-respond-together,13,13,2022-09-23,1621903,412,https://pooledfunds.impact.unocha.org/?p=412,1663946857,1718013172,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/632d5d4503217c0771912e54_AFGHANISTAN2-1.JPG,"2022, Afghanistan, CERF, Complimentarity, Multi-sector",,/report/afghanistan/after-devastating-earthquakes-cerf-and-ahf-respond-together,4117829
report,published,1,2,1,4597,267,8,1503,12353,"Cash provides a lifeline for a mother and her baby","<p id=""""><strong id="""">CERF in underfunded emergencies: Syria</strong></p>
<p id=""""><em id="""">In January 2022, CERF allocated $25 million to humanitarian response</em> in <em id="""">Syria through its Underfunded Emergencies (UFE) window.</em></p>
<p id="""">‍<strong id="""">Syria, Salamiyeh, Hama Governorate</strong>. Rubin and her husband Mazen work hard and save as much money as they can, but still struggle to feed their family amid Syria’s conflict and plummeting economy.</p>
<p id="""">Every month, they receive WFP food baskets, distributed by the Aga Khan Foundation (AKF), but still, they barely make ends meet.</p>
<p id="""">As rental prices keep rising amid rampant inflation, the family has had to move to more affordable apartments on several occasions. To help keep her family afloat amid a plummeting economy, Rubin worked as a cleaner for eight years, and now teaches part time.</p>
<p id="""">After her second daughter was born, Rubin wanted to have more children. But when conflict broke out more than 11 years ago, she changed her mind. She did eventually have a third child in 2021, after what she said was a stressful unwanted pregnancy.</p>
<p id="""">While she was pregnant, her doctor told her that she had calcium deficiency, which, if not addressed could affect the baby. The doctor said she needed to consume dairy products every day, an additional expense she could not afford until the WFP-supported AKF threw her a lifeline.</p>
<p id="""">“They asked me if I wished to sign up for mixed food assistance that included a flexible e-voucher redeemable for fresh food.” Relieved and thrilled, Rubin immediately agreed. “I knew that with the voucher, I would be more capable of managing my family’s nutrition needs compared to receiving purely in-kind assistance.”</p>
<p id="""">Rubin says that after receiving the support, she would eat yogurt, cheese and meat to ensure she would deliver a healthy baby.  “Now while I’m breastfeeding, I also need to compensate my body for the elements it’s giving away.” She is also able to provide vegetables, eggs, yogurt and labneh for her children and uses some of the family’s income to buy diapers and cleaning products.</p>
<p id="""">In January 2022, CERF allocated $25 million to humanitarian response in Syria through its underfunded emergencies window. WFP received $6 million to provide food assistance and rehabilitate the bread value chain, with a focus on underserved and food insecure communities in Hama, Homs and Quneitra governorates.</p>
<p id="""">‍</p>
<p id="""">‍2022</p>
<p id=""""><a id="""" href=""https://cerf.un.org/what-we-do/allocation-summaries"">More information on the CERF allocation (UFE 2022)</a></p>
<p id=""""><a id="""" href=""https://cerf.data.unocha.org/"">CERF data hub (UFE 2022)</a></p>
‍<p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Cash assistance, #Syria</p>",https://pooledfunds.impact.unocha.org/stories/cash-provides-a-lifeline-for-a-mother-and-her-baby,254,254,2023-01-27,1621904,428,https://pooledfunds.impact.unocha.org/?p=428,1674833268,1693567316,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/638de368f66bcff2a917a7b6_Syria_hero_CERF_UFE2022_StoryHub-1.jpg,"2022, CERF, Cash assistance, Syria",,/report/world/cash-provides-lifeline-mother-and-her-baby,4117830
report,published,1,2,1,4597,267,8,1503,12353,"Cash support provides welcome relief after disastrous harvest","<p id=""""><strong id="""">CERF in underfunded emergencies: Niger</strong></p>
<p id=""""><em id="""">In January 2022 CERF allocated $10 million from its Underfunded Emergencies (UFE) window.</em></p>
<p id=""""><strong id="""">Bambeye commune, Tahoua Region, Niger.</strong> 2021 was a disastrous year for farmers in Niger, many of whom lost their crops to a severe drought that left them struggling to feed their families.</p>
<p id="""">“The 2021 crop year was catastrophic in our region, since production was almost nil,” said Rahamatou Nayoussa, a 50-year-old widow whose family of eight eke out a living growing millet and sorghum. This year’s harvest was about six times lower than average, she said.</p>
<p id="""">She now collects gravel, which she sells to entrepreneurs ­– backbreaking work mainly carried out by women in Niger ­– while her children seek work in the fields of wealthier farmers.The income is barely enough for the family to survive, but Nayoussa says life has improved significantly since she received a first cash payment of 44,000CFA francs from WFP.</p>
<p id="""">“This assistance was like heaven-sent. The support came just at the right time, as it will enable me to buy food and to work in my fields. Hoping the harvest will be good at the end of this crop season,” said Nayoussa.</p>
<p id="""">Another recipient, Ramatou Ibrahim, 45, said she too had a very poor harvest in 2021, and borrowed money to set up a pancake stand to earn some money to feed her four children. “This assistance will allow me to repay the loan and get through the lean period without great difficulty,” she said.</p>
<p id="""">Responding to the food crisis in Niger, CERF allocated $10 million from its Underfunded Emergencies window to enable United Nations agencies and partners to provide life-saving assistance to 265,700 people. More than half the funding went to the World Food Program.</p>
<p id="""">‍<a id="""" href=""https://cerf.un.org/what-we-do/allocation-summaries"">More information on the CERF allocation (UFE 2022)</a></p>
<p id=""""><a href=""https://cerf.data.unocha.org/"">CERF data hub (UFE 2022)</a></p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Cash assistance, #Food Security, #Niger</p>",https://pooledfunds.impact.unocha.org/stories/cash-support-provides-welcome-relief-after-disastrous,174,174,2023-01-27,,429,https://pooledfunds.impact.unocha.org/?p=429,1674833269,1693567376,post,,"2022, CERF, Cash assistance, Food Security, Niger",,/report/niger/cash-support-provides-welcome-relief-after-disastrous-harvest,4117831
report,published,1,2,1,4597,267,8,1503,12353,"CERF strengthens health early warning systems","<p id="""">Syria | 2022 | CERF
Syria, Deir-ez-Zor. “I was about to die, and I felt really weak. My condition was deteriorating after hours of vomiting. I could only get to the nearest pharmacy since no health centres or hospitals exist in my village,” said Salem, a 35-year-old man from Al-Kubar village in rural Deir-ez-Zor.</p>
Since September 2022, cholera has been spreading across Syria. This outbreak is the first since 2009, brought on by the destruction of water infrastructure and record-low water levels in the Euphrates.

War and economic crisis weakened the healthcare system even before the outbreak. “Nearly 30 per cent of public health facilities in Syria remain non-functional,” warned Dr. Iman Shankiti, acting WHO Representative in Syria.
<p id="""">Money from the Central Emergency Response Fund helped close the most urgent gaps in health delivery, supporting access to services for over 750,000 vulnerable people in northeast and northwest Syria.</p>
<p id="""">‍This includes effective disease surveillance and early warning – which has been critical to the cholera response, and to helping people like Salem.</p>
<p id="""">‍Salem was lucky: the pharmacist he visited saw how sick he was and contacted a local health worker who was trained in <a href=""https://www.who.int/emergencies/surveillance/early-warning-alert-and-response-system-ewars/"">Early Warning, Alert, and Response (EWARS)</a>. She suspected Salem had cholera, and arranged transport to the nearest hospital for proper treatment.
‍</p>
<p id="""">More information on the <a href=""https://cerf.un.org/what-we-do/allocation/2022/summary/22-UF-SYR-52447"">Underfunded Allocation</a>.
‍</p>
<p id="""">Adapted from <a href=""https://www.emro.who.int/media/news/cholera-further-exacerbates-vulnerabilities-in-syria.html?format=html"">the original story (WHO).</a></p>
‍

‍<p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Health, #Syria, #Underfunded</p>",https://pooledfunds.impact.unocha.org/stories/cerf-strengthens-health-early-warning-systems,254,254,2023-01-27,1621905,441,https://pooledfunds.impact.unocha.org/?p=441,1674833279,1718014253,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/63be6c4f508ab663dc6c5cb4_syria-cholera-Zahi-Azrak-Hospital-in-Aleppo-a-treatment-centre-for-cholera-WHO-2.jpg,"2022, CERF, Health, Syria, Underfunded",,/report/world/cerf-strengthens-health-early-warning-systems,4117832
report,published,1,2,1,4597,267,8,1503,12353,"Direct cash transfers help vulnerable families","<p id="""">DRC | 2023 | CBPF</p>
<strong id="""">DRC, Irumu territory.</strong> People in the Democratic Republic of Congo are dealing with a complex displacement crisis driven by chronic conflict. What that means in reality is that across the country, 26.4 million people – or one Congolese in four – are severely food insecure, despite the impressive agricultural potential of the land.
<p id="""">‍
Armed conflicts and gross human rights violations, including sexual violence and grave violations against children, continue to push millions of people to seek safety and security away from their homes: 5.7 million people are internally displaced, the highest number on the African continent.</p>
<p id="""">‍
With the support of the DRC Humanitarian Fund, Solidarités International provided direct cash transfers to more than 6,000 displaced families in the Irumu territory of Ituri province in the northeast. Forced to leave their homes due to resurgent armed violence, the cash transfers allowed families to cover necessities like food or school fees.</p>
<p id="""">‍
Solidarités put protection and accountability at the centre of the response. “They informed us how to feed back to them about the project, and told us that if we had complaints, we could approach the committee directly. This is the first time an NGO has come to talk to us in this way, and it was useful that they explained it to the whole village,” said Jacques, an honorary community chief.</p>
More information on the FH RDC: <a href=""https://www.unocha.org/drc"">https://www.unocha.org/drc</a>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CBPF, #Cash assistance, #DR Congo, #Multi-sector</p>",https://pooledfunds.impact.unocha.org/stories/direct-cash-transfers-help-vulnerable-families,254,254,2023-01-27,1621906,461,https://pooledfunds.impact.unocha.org/?p=461,1674833293,1703391358,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/63d149472d63ec5bc5efc8ae_Bureau-des-plaintes-axe-Dele-Lengabo-2.jpg,"2022, CBPF, Cash assistance, DR Congo, Multi-sector",,/report/world/direct-cash-transfers-help-vulnerable-families,4117833
report,published,1,2,1,4597,267,8,1503,12353,"Displaced women and girls assisted with dignity kits","Ethiopia | 2022 | CERF
<p id=""""><strong id="""">Ethiopia, Gondar, Amhara Region. </strong>“I can’t afford to buy sanitary pads. If I get some income, it’s for my son. [This] means a lot to me after losing everything,” says Emebet Mengessha who lives with her 7-month-old son, Bereket, in an informal settlement in Nifas-mewucha woreda, South Gondar zone of Amhara region.</p>
<p id="""">Emebet, 25, was displaced after hostilities and inter-communal violence broke out in her town, Arisiginele, in Oromia region. Since 2021, violence has intensified in the Oromia region prompting the forced displacement of more than 500,000 people within the region and into the Amhara region.</p>
<p id="""">“Our house was burnt to the ground and our livestock looted.  I lost everything in the blink of an eye,” Emebet recounts.  “I have no income and live off the support I receive from the community and some relatives,” she adds.</p>
<p id="""">Emebet is among the 1,000 women who received UNFPA Dignity kits, whose distribution was funded with CERF support.</p>
<p id=""""><strong id="""">Hygiene management during displacement</strong></p>
<p id="""">James Okara,  the UNFPA Humanitarian Response Coordinator in Ethiopia said, “In any emergency, sexual and reproductive health and rights are often the most neglected of basic needs. When people are displaced, they carry only what is most essential. Sanitary items are usually not considered essential and are often left behind.”</p>
<p id="""">The lack of menstrual health supplies restricts mobility and personal choices. It affects attendance in school and participation in community life. And it can compromise access to support services during a crisis, causing additional stress and anxiety.</p>
<p id="""">Dignity Kits go hand-in-hand with health education and awareness raising where women and girls learn about the services available to uphold their rights and choices.</p>
<p id="""">“Ensuring that women and girls can easily receive critical information on their rights and choices is a crucial part of UNFPA’s work during an emergency. Dignity Kit distributions are an entry point to access services on sexual and reproductive health as well as gender-based violence prevention, risk mitigation, and response services,” explains Fathema Sultana, UNFPA Gender-Based Violence Specialist.</p>
<p id="""">""All the contents in the backpack are things that women need,"" says Emebet.</p>
<p id="""">2022</p>
Original story, published here (<a id="""" href=""https://ethiopia.unfpa.org/en/news/more-78000-displaced-women-and-girls-assisted-unfpa-dignity-kits-across-northern-ethiopia"">UNFPA.org)</a>
<p id=""""><a href=""https://cerf.un.org/what-we-do/allocation/all/summary/22-RR-ETH-52743"">More information on the CERF Rapid Response Allocation to Ethiopia, 07 Jun 2022</a></p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Ethiopia, #Protection</p>",https://pooledfunds.impact.unocha.org/stories/displaced-women-and-girls-assisted-with-dignity-kits,87,87,2022-09-29,1621907,467,https://pooledfunds.impact.unocha.org/?p=467,1664465297,1703347014,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/633547d9bdbdddd32cbfcb8f_picture_1_2_0-1.png,"2022, CERF, Ethiopia, Protection",,/report/ethiopia/displaced-women-and-girls-assisted-dignity-kits,4117834
report,published,1,2,1,4597,267,8,1503,12353,"Empowering survivors of gender-based violence","Venezuela | 2022 | CBPF
<p id=""""><strong>Venezuela, outside Caracas. </strong>Carla González*, a 45-year-old woman from Venezuela, confesses that she was always very shy and found it difficult to relate to others or express her ideas publicly. She believes this low self-esteem was caused by past experiences with family members and partners. However, when she tells her story in a loud and confident voice, she seems to be talking about someone else.</p>
<p id="""">Everything changed one day when Carla decided to attend a talk for women in her community, Mario Briceño Iragorry, in Propatria, west of Caracas. For her it was like an awakening or the opening up of another world that no one had shown her before.</p>
<p id="""">Carla remembers when she first met the staff of <em id="""">Aliadas en Cadena</em>, the local NGO who organized the sessions. People talked about typical situations they faced in an area where the average income is just enough to live on. ""I couldn't make my own decisions, I couldn't say no. But talking about all this has helped me become stronger and know my worth as a woman. As a woman, I am independent and I can help others,"" Carla explains.</p>
<p id=""""><em id="""">Aliadas en Cadena</em> came to her neighborhood thanks to a project funded by the Venezuela Humanitarian Fund (VHF). The project aimed to empower women through training programmes to prevent, mitigate and respond to gender-based violence. ""Thanks to the Fund's support, we were able to reach over 9,000 people in different parts of the country. The various informative training activities and workshops have strengthened members of the communities as well as civil servants and officials in some public institutions,"" said Yomara Balzán, general manager of <em id="""">Aliadas en Cadena</em>.</p>
<p id="""">One of Carla's peers, 31-year old Rosana León*, says that learning about patriarchy, something she had only heard about briefly, inspired her to continue attending the workshops. ""Although I didn't experience it in my family, I did see it in other homes. I thought it was normal, but my parents told me it wasn´t the right way to treat women.""</p>
<p id="""">Rosana is grateful for the encouragement she received in the workshops, which helped her take a decisive step in her life and open a store in her community. The project also aimed to teach women how to support themselves and develop their own livelihoods. Without learning with women who had the same spirit of self-improvement, Rosana might not have dared to explore her entrepreneurial side.</p>
<p id="""">Thanks to this initiative, funded by the VHF, women survivors of gender-based violence received specialized counseling and psychological support. The project helped women in vulnerable communities, and reinforced work with indigenous women, prisoners and sex workers.</p>
<p id=""""><em id=""""> Aliadas en Cadena</em> helped many women to continue learning and seeking ways of improving their lives and their communities. Yomara Balzán said that women like Carla were also inspired to share what they had learned in the training. ""I feel happy and excited, because I can truly help people; I can help young people,” said Carla. “I am happy to be able to pass on what I have learned to others.""</p>
<p id="""">*Names have been changed</p>
<p id="""">---</p>
<p id=""""><em id="""">The Venezuela Humanitarian Fund (VHF) was created in September 2020 by the United Nations Emergency Relief Coordinator (ERC). Its main objective is to support the implementation of Venezuela's Humanitarian Response Plan (HRP)and strengthen the role of local and national humanitarian organizations by providing them with resources to respond to unforeseen emergency needs in a timely and effective manner. The VHF is supported by international donors such as Germany, Canada, the Republic of Korea, Spain, Ireland, Norway, the United Kingdom and Switzerland.</em></p>
More information on the <a href=""https://www.unocha.org/venezuela/about-vhf"">Venezuela Humanitarian Fund</a>
<p id=""""><em id=""""> </em></p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CBPF, #Venezuela, #Women and Girls</p>",https://pooledfunds.impact.unocha.org/stories/empowering-survivors-of-gender-based-violence,254,254,2023-01-27,1621908,473,https://pooledfunds.impact.unocha.org/?p=473,1674833298,1703391379,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/6352b6c544852a430405b8d5_10_OCHA_CARACAS_PROPATRIA-1-scaled.jpg,"2022, CBPF, Venezuela, Women and Girls",,/report/world/empowering-survivors-gender-based-violence,4117835
report,published,1,2,1,4597,267,8,1503,12353,"Feeding communities after the devastating earthquake in southern Haiti","<p id=""""><strong id="""">CERF in underfunded emergencies: Haiti</strong></p>
<p id=""""><strong id="""">Grand’Anse and Sud Departments, Haiti.</strong> A 7.2 magnitude earthquake severely damaged homes and infrastructure in Sud, Nippes and Grand’Anse on 14 August 2021, affecting over 800,000 people.</p>
<p id=""""> ""I thought we were dead that day, my children and I,"" Yolande Felix recalls, describing the devastating quake. Her family’s home was severely damaged, and her 6-year-old daughter was injured as the family tried to escape the rubble. After the earthquake, 700,000 people needed help.</p>
<p id="""">Given the magnitude of need, CERF continued to provide support in 2022, following its rapid response to the earthquake in 2021.</p>
<p id="""">CERF allocated a total of $8 million in February – through the special funding mechanism for underfunded crises – to help over 428,000 people with their protection, livelihoods and basic social service needs arising from the earthquake in the South as well as from growing violence in the greater Port-au-Prince area. Both are compounded by the acute challenges for humanitarian organizations in reaching people in need.</p>
<p id="""">Initial CERF funding in 2021 supported emergency response, including food, health and shelter assistance, and transportation of humanitarian personnel and supplies to hard-to-reach affected areas.</p>
<p id="""">World Food Programme (WFP) Haiti, with support from the Central Emergency Response Fund (CERF) and the government, distributed hot meals in the worst affected areas. “I would get my food every day in the morning to share with my children,” said Yolande, who moved with her family into a temporary shelter.</p>
<p id="""">Thanks to the funding CERF provided immediately after the earthquake and again in early 2022, displaced people have received essential household items, could get treatment at sexual and reproductive health clinics, and through cash transfers, could buy food and address other nutrition needs.</p>
<p id="""">More than a year after the quakes, there is still significant need for humanitarian assistance in Haiti, where a record 4.7 million people currently face acute hunger and the security situation continues to worsen, especially in the capital. Insecurity has led to additional displacement and has made it harder to contain an outbreak of cholera, the first in more than three years.</p>
<p id="""">‍2021 - 2022</p>
<p id=""""><em id="""">In February 2022, CERF allocated $8 million from its Underfunded Emergencies (UFE) window to further support relief operations in Haiti</em></p>
More information on the CERF allocations:
<p id=""""><a id="""" href=""https://cerf.un.org/what-we-do/allocation/2021/summary/21-RR-HTI-48843"">CERF allocation August 2021 </a></p>
<p id=""""><a id="""" href=""https://cerf.un.org/what-we-do/allocation/2021/summary/21-RR-HTI-49281"">CERF allocation September 2021 </a></p>
<p id=""""><a id="""" href=""https://cerf.un.org/what-we-do/allocation/2022/summary/22-UF-HTI-51266"">CERF allocation February 2022</a></p>
<p id=""""><a id="""" href=""https://cerf.data.unocha.org/"">CERF data hub (UFE 2022)</a></p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Food Security, #Haiti, #Multi-sector, #Natural Disasters, #Underfunded</p>",https://pooledfunds.impact.unocha.org/stories/food-for-the-communities-affected-by-the-devastating-earthquake-in-southern-areas-of-haiti,113,113,2023-01-27,1621909,484,https://pooledfunds.impact.unocha.org/?p=484,1674833310,1718014243,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/638a07d1e54de9976ed44141_Haiti_hero_CERF_UFE2022_StoryHub-1.jpg,"2022, CERF, Food Security, Haiti, Multi-sector, Natural Disasters, Underfunded",,/report/haiti/feeding-communities-after-devastating-earthquake-southern-haiti,4117836
report,published,1,2,1,4597,267,8,1503,12353,"Helping conflict affected families in Kyrgyzstan face the coldest winter in years","<p id="""">Kyrgyzstan | 2023 | CERF</p>
<p id=""""><strong>‍Kyrgyzstan,</strong> <strong id="""">Batken</strong> – Hundreds of families displaced by the violence that broke out in the remote Kyrgyz-Tajik border areas of Batken and Osh last September are facing the coldest winter to hit the region in over a decade, as fuel prices and air pollution add to their daily challenges.</p>
<p id="""">Countries in Central Asia are currently facing the extremely cold winters with temperatures plummeting to an all-time low in 15 years with those internally displaced especially from the clashes bearing the brunt.</p>
<p id="""">Although a ceasefire currently holds in the border area, a lasting solution to the border disputes remains beyond the parties’ grasp, complicating the return of the families who lost their houses and livelihoods.</p>
<p id="""">“Central Asia always faces harsh winters, and up to a point people have coping mechanisms to survive. However, there are persistent needs due to the added burden of displacement, or even secondary displacement in the case of a small number of ethnic Kyrgyz displaced from Afghanistan,” said Ammarah Mubarak, IOM’s Senior Regional Emergencies and Post-Crisis Specialist.</p>
<p id="""">The International Organization for Migration (IOM) as part of the UN’s Rapid Emergency Assessment and Coordination Team (REACT) has been active since 19 September, leading the provision of emergency Shelter and Non-food Items.  The aid distribution was made possible by funding from the CERF, among others.</p>
<p id="""">Stoves, flashlights, power cables and disposable plates were distributed in earlier rounds.  IOM has just completed distribution of kitchen sets, bedding, winter clothes, shoes and other items to over 400 homeless families who were among the tens of thousands that fled from the affected areas.</p>
<p id="""">The majority of those displaced have returned to their home areas, but those whose homes were destroyed remain displaced.</p>
<p id="""">“Even before the conflict, Batken was considered the poorest region in Kyrgyzstan, with limited access to basic services such as education, medicine, and healthcare. Now, with temperatures down to minus 25 degrees, humanitarian assistance is vital,” said Tilek Orunbaev, Programme Assistant at IOM’s sub-office in Osh.</p>
<p id="""">Ashyrbai Khalmatov, a native of Kapchygai village in Batken region received household appliances, a kitchen set, bedding, warm clothes and shoes.</p>
<p id="""">“I made a living raising sheep in my village until my house and everything we had, including the sheep burnt. We had to relocate to Bujum village and are now living in a two-room apartment of our relatives,” he said.</p>
<p id=""""><a href=""https://www.iom.int/news/conflict-displaced-families-kyrgyzstan-face-coldest-winter-over-decade"">Original story (IOM)</a></p>
<p id="""">More information on t<a id="""" href=""https://cerf.un.org/what-we-do/allocation/2023/summary/22-RR-KGZ-55989"">he CERF allocation to Kyrgyzstan</a>.</p>
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2023, #CERF, #Kyrgyzstan, #Shelter</p>",https://pooledfunds.impact.unocha.org/stories/helping-conflict-affected-families-in-kyrgyzstan-face-the-coldest-winter-in-years,134,134,2023-01-27,1621910,500,https://pooledfunds.impact.unocha.org/?p=500,1674833318,1703391446,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/63d39149860711cdb6e2444e_kyrgyz-winter-IOM-2.JPG,"2023, CERF, Kyrgyzstan, Shelter",,/report/kyrgyzstan/helping-conflict-affected-families-kyrgyzstan-face-coldest-winter-years,4117837
report,published,1,2,1,4597,267,8,1503,12353,"Helping survivors recover from gender-based violence","Central African Republic | 2022 | CERF
<p id=""""><strong id="""">Bangassou, Central African Republic.</strong>  Sitting in the courtyard of the <em id="""">Ma mbi si</em> centre, some 20 women and girls sing, draw patterns and knit blankets, tablecloths and clothing.</p>
<p id="""">The group, which includes youth, are all survivors of gender-based violence (GBV). The COOPI NGO provides psychosocial and other support at the centre – whose name means 'Listen to me' in the local language.</p>
<p id="""">“One day, about two years ago, armed men came into our village… When we tried to escape into the bush, a man grabbed me by the arm and then assaulted me,” says Laura* ,who is now 18. “For a long time, I hardly slept. Every time I closed my eyes I relived that moment.”</p>
<p id="""">""Here I feel better because psychologists listen to me. And spending time with women who have experienced similar ...helps me to move forward. We support each other when morale is low.” Laura says she earns money thanks to the knitting skills she acquired at the centre. “With this income I can buy some food and medications… and save for the next school year.”</p>
<p id="""">Socio-cultural norms that disadvantage women and girls contribute to GBV, which includes physical and psychological violence, rape, early marriage and female genital mutilation. The situation in the Central African Republic is exacerbated by a more than decade-old conflict.</p>
<p id="""">Every hour, almost three people are victims of GBV in the Central African Republic, with more than 17,830 cases recorded in the first 9 months of 2022 – 53 per cent more than the figure for the whole of 2021, according to the GBV Information Management System (GBVIMS).</p>
<p id="""">In June 2022, the Central Emergency Response Fund (CERF) provided funding to the United Nations High Commissioner for Refugees (UNHCR) for the project implemented by COOPI, which operates <em id="""">Ma mbi si</em> centres in Bangassou, Alindao, Zémio and Obo, as well as a free telephone helpline for GBV survivors.</p>
<p id="""">GBV, especially physical attacks and sexual violence, leaves survivors with lasting damage. To help them rebuild their lives, COOPI provides a holistic response that addresses the physical, psychological, legal and economic needs of survivors.</p>
<p id="""">""I will never be the same girl again, but I will face it and move on. I have enrolled in high school and will graduate next year,"" Pelvia says.</p>
More information on the CAR Humanitarian Fund.
<p id="""">‍</p><p><em>Pooled Fund impact stories</em></p><p>#2022, #CERF, #Central African Republic, #Protection</p>",https://pooledfunds.impact.unocha.org/stories/helping-survivors-recover-from-gender-based-violence,54,54,2023-01-27,1621911,505,https://pooledfunds.impact.unocha.org/?p=505,1674833324,1703391480,post,https://pooledfunds.impact.unocha.org/wp-content/uploads/2023/06/63a078537a8c3a657e201850_Photo_VBG-1.webp,"2022, CERF, Central African Republic, Protection",,/report/central-african-republic/helping-survivors-recover-gender-based-violence,4117838
